,Unnamed: 0,text,reason,label,clean_text
505,505,"zoom are you down right now? having trouble getting into meetings (hosts, participants, etc.)",want to find zoom meetup,0.0,zoom be you down right now have trouble get into meet host participants etc
506,506,"none of my video effects are working, it just freezes and glitches and does not fix.",audio quality is bad,0.0,none of my video effect be work it just freeze and glitches and do not fix
507,507,otherwise great resource for disney content and reasonably priced,app is good to watch disney content,0.0,otherwise great resource for disney content and reasonably price
508,508,"it is good, but can be disappointing sometimes when you want to join a meeting quickly and it is asking for update. i think update is too frequent",updates are too frequent,1.0,it be good but can be disappoint sometimes when you want to join a meet quickly and it be ask for update i think update be too frequent
509,509,it is not capable of joining my meeting it says preparing meeting.,want to create meetings,0.0,it be not capable of join my meet it say prepare meet
510,510,"deleted and redownloaded the app, and now it gets stuck before even reaching the login.",unable to login even after reinstalling the app,1.0,delete and redownloaded the app and now it get stick before even reach the login
511,511,it sticks too much but i can watch a lot of movies,unable to play videos,0.0,it stick too much but i can watch a lot of movies
512,512,"it does not even open, and no app administrator responds, terrible",app crashes when entering the app,0.0,it do not even open and no app administrator respond terrible
513,513,"but i could not watch on my samsung smart tv, if it synchronizes but it does not give video only sound, you listen to the movie but it does not give an image the screen is black, the strange thing is that if you see the volume icons advance play etc",unable to watch on smart tv,1.0,but i could not watch on my samsung smart tv if it synchronize but it do not give video only sound you listen to the movie but it do not give an image the screen be black the strange thing be that if you see the volume icons advance play etc
514,514,"the app is good when it works, but most of the time i enter it loads eternally, many times i open and load the homepage and when i click to watch something, even downloaded things, it loads for a long and long time and sometimes it does not even play.",app is crashing,0.0,the app be good when it work but most of the time i enter it load eternally many time i open and load the homepage and when i click to watch something even download things it load for a long and long time and sometimes it do not even play
515,515,"it is a little slow, and its volume is very low, especially with marvel movies",app is slow compared to other platforms,0.0,it be a little slow and its volume be very low especially with marvel movies
516,516,"jeffsussna @lmacvittie @zoom &ltees nothing.still waiting> glad to have helped. this was an annoyance for me as well. i still agree with your premise: zoom should make it keep window size by default. if someone wants full screen, they can change the option in the settings.",want to split screen into two parts when working in zoom,0.0,jeffsussna lmacvittie zoom ltees nothing still wait glad to have help this be an annoyance for me as well i still agree with your premise zoom should make it keep window size by default if someone want full screen they can change the option in the settings
517,517,picture quality is subpar.,poor picture quality,1.0,picture quality be subpar
518,518,my app always works perfectly.till now it just stays stuck on the loading screen when it usually only stays on there for a couple seconds.,unable to use app,0.0,my app always work perfectly till now it just stay stick on the load screen when it usually only stay on there for a couple second
519,519,it is very good and has a lot of good series and movies,good for watching movies and serials,1.0,it be very good and have a lot of good series and movies
520,520,it is simply the ultimate! it is. disney!,app is good to watch disney content,0.0,it be simply the ultimate it be disney
521,521,"diemel @ediggs @zoom its still sucks mucho, but its a great ""quick call"" option",app freezes frequently,0.0,diemel ediggs zoom its still suck mucho but its a great quick call option
522,522,hulu crashes all the time.,app is crashing,1.0,hulu crash all the time
523,523,worst online streaming app on play store.,worst app for streaming,1.0,worst online stream app on play store
524,524,"i see zoom now offers the ability to ""keep the chat going"" once the zoom meeting ends. it appears even complaining about the meeting in the parking lot after the meeting has gone digital.",want to enter meetings,0.0,i see zoom now offer the ability to keep the chat go once the zoom meet end it appear even complain about the meet in the park lot after the meet have go digital
525,525,"give me back my money devil's app the payment worked, it told me about my card and in the app it says it was declined",unable to make payment,0.0,give me back my money devil s app the payment work it tell me about my card and in the app it say it be decline
526,526,"i can not update the app, so i can not access it from the cell.",want to access tablet,0.0,i can not update the app so i can not access it from the cell
527,527,today we used zoom.,app has improved,0.0,today we use zoom
528,528,patmcafeeshow someone get this show a zoom upgrade,want to update the app,0.0,patmcafeeshow someone get this show a zoom upgrade
529,529,hulu is absolute garbage now.,hulu has become bad,1.0,hulu be absolute garbage now
530,530,has stopped working for 2 days,unable to use app,0.0,have stop work for 2 days
531,531,"a very good app that helps me teach online, just i have to cut off every 40 minutes and start again. it is a bit annoying.",want to increase meeting time limit,0.0,a very good app that help me teach online just i have to cut off every 40 minutes and start again it be a bite annoy
532,532,"using the app, transfer it to another screen without requiring a connection cable.",want to remote control screen from ipad,0.0,use the app transfer it to another screen without require a connection cable
533,533,boycott this useless app..remove the show antarvasna poster. which is hurting our sentiments..you do not care for cheap publicity .?,too many ads in app,0.0,boycott this useless app remove the show antarvasna poster which be hurt our sentiments you do not care for cheap publicity
534,534,tired of constantly giving error codes,getting error code frequently,1.0,tire of constantly give error cod
535,535,i do not want classes anymore,poor quality of the application,0.0,i do not want class anymore
536,536,"well, it helps me to study online",good app for students,0.0,well it help me to study online
537,537,"i like hulu, many choices and pretty dependable",app has very good content,0.0,i like hulu many choices and pretty dependable
538,538,"after the last software update, i can not hear anyone.",audio quality is bad,0.0,after the last software update i can not hear anyone
539,539,five because i love movies and this good check out,need to update with new movies,0.0,five because i love movies and this good check out
540,540,zoom has many lots of features that can help with video conferencing.,good for video conferencing,1.0,zoom have many lot of feature that can help with video conferencing
541,541,something went wrong error 83' after the update!!,unable to update app,0.0,something go wrong error 83 after the update
542,542,the app should definitely improve to continue using the service because this way it remains obsolete.,need to improve the app,1.0,the app should definitely improve to continue use the service because this way it remain obsolete
543,543,bang why can not i install zoom i actually want to zoom online,unable to install,1.0,bang why can not i install zoom i actually want to zoom online
544,544,"free works for 40 mins perfectly. for longer sessions, a monthly payment is required.",want to increase meeting time limit,0.0,free work for 40 mins perfectly for longer sessions a monthly payment be require
545,545,"i loved it, too bad you do not get the disney app on my samsung smart tv only on the necklace I will have to change the tv for another one that takes the app",unable to use disney app on samsung tv,1.0,i love it too bad you do not get the disney app on my samsung smart tv only on the necklace i will have to change the tv for another one that take the app
546,546,"you could have the option of broadcasting through chromecast, it has been very bad to use it, apart from the fact that the mirroring option does not transmit sound only the image, making the experience even more difficult. especially in a place where we do not have access to cables and depend on bluetooth or wi-fi to transmit meetings. unfortunately, the app is still very late.",want to mirror audio and video,0.0,you could have the option of broadcast through chromecast it have be very bad to use it apart from the fact that the mirror option do not transmit sound only the image make the experience even more difficult especially in a place where we do not have access to cable and depend on bluetooth or wi fi to transmit meet unfortunately the app be still very late
547,547,keeps crashing on my tablet,app is crashing,0.0,keep crash on my tablet
548,548,i could not download the app,want to download the app,0.0,i could not download the app
549,549,there is no sound coming from me trying to figure out what is going on.,unable to hear sound,1.0,there be no sound come from me try to figure out what be go on
550,550,but is a shame to have such good programmes ring-fenced in yet another subscription service.,app subscription is not worthy,0.0,but be a shame to have such good program ring fence in yet another subscription service
551,551,it is the worst app ever google meet is better than yours :),google meet is better,1.0,it be the worst app ever google meet be better than yours
552,552,I am just enjoying the app enfim. i do not see problems,unable to connect to internet,0.0,i be just enjoy the app enfim i do not see problems
553,553,my fav show app with the most adult comedy cartoons but since hulu is doing maga politics I will be dropping my subscription.,getting ads frequently,0.0,my fav show app with the most adult comedy cartoon but since hulu be do maga politics i will be drop my subscription
554,554,the ads shown in the basic paid version makes me feel like i am using the free version. feels like my money is wasted.,getting ads frequently,0.0,the ads show in the basic pay version make me feel like i be use the free version feel like my money be waste
555,555,a lot of good movies,need to update with new movies,0.0,a lot of good movies
556,556,the greatest app of all time!,good for entertainment,0.0,the greatest app of all time
557,557,i do not know what happens that even on my tv or cell phone it will not let me play disney content it marks error code 83 and it is already 3 days like that? what wave?,unable to use app,0.0,i do not know what happen that even on my tv or cell phone it will not let me play disney content it mark error code 83 and it be already 3 days like that what wave
558,558,it is very good aap,good app for conducting online classes,0.0,it be very good aap
559,559,"one more thing, when you press a long press button you find yourself leaving the meeting whereas on google meet you can do other stuff with your phone whilst listening to the meeting.",want to record a meeting,0.0,one more thing when you press a long press button you find yourself leave the meet whereas on google meet you can do other stuff with your phone whilst listen to the meet
560,560,very good if you complain that you do not have good internet you can download them in better quality and you can watch them without internet i recommend moon knigh is a very good series that is my opinion and it is worth paying,good for watching movies and serials,0.0,very good if you complain that you do not have good internet you can download them in better quality and you can watch them without internet i recommend moon knigh be a very good series that be my opinion and it be worth pay
561,561,i love family guy.,good to watch shows,0.0,i love family guy
562,562,not worth the money!,app subscription is not worthy,0.0,not worth the money
563,563,it has more ease of use than a very convenient or even site.,need to improve user interface,0.0,it have more ease of use than a very convenient or even site
564,564,the app currently will not let me play my downloaded videos when not on wi-fi which was very inconvenient on my flight.,unable to play offline videos,1.0,the app currently will not let me play my download videos when not on wi fi which be very inconvenient on my flight
565,565,"zoom this is what i got, and look at the version.",app has improved,0.0,zoom this be what i get and look at the version
566,566,zoom and dten will improve video conferencing the us-based company made a productive alliance with zoom to improve the video conferencing experience.,good for video conferencing,1.0,zoom and dten will improve video conferencing the us base company make a productive alliance with zoom to improve the video conferencing experience
567,567,this app is really better. it was very useful to us especially during the covid-19 wardrobe. we could no longer meet at christian meetings. but thanks to this application everything went well. it even serves us today. thank you so much for this new application [?],good app for conducting online meeting,0.0,this app be really better it be very useful to us especially during the covid 19 wardrobe we could no longer meet at christian meet but thank to this application everything go well it even serve us today thank you so much for this new application
568,568,meeting get schedule and mobile support platform. user friendly,good app for conducting online meeting,0.0,meet get schedule and mobile support platform user friendly
569,569,"I have already uninstalled it to download again, it is not downloading.",want to install,0.0,i have already uninstalled it to download again it be not download
570,570,i just can not find where to put my name so they can identify me,want to input date of birth,0.0,i just can not find where to put my name so they can identify me
571,571,"it is a pretty good app, just some movies do not have dubbing.",service does not offer many movies,0.0,it be a pretty good app just some movies do not have dub
572,572,and it also buffers from screen to screen which is inexcusable.,unable to play videos,0.0,and it also buffer from screen to screen which be inexcusable
573,573,"the mobile app urgently needs to be optimized, it crashes a lot, not all of us have a cell phone with a super powerful processor to run the current version.",app is crashing,1.0,the mobile app urgently need to be optimize it crash a lot not all of us have a cell phone with a super powerful processor to run the current version
574,574,hotstar new feature.. only 5 episodes can be downloaded at once is really really bad..,app subscription is not worthy,0.0,hotstar new feature only 5 episodes can be download at once be really really bad
575,575,the speed you'd expect from someone like @zoom.,zoom app is slow,0.0,the speed you d expect from someone like zoom
576,576,need to fix bluetooth issue with android.,facing issues with bluetooth connection,1.0,need to fix bluetooth issue with android
577,577,background change is not working my account. it is any wrong. fix it immediately it is very needed to me,unable to change background on iphone,0.0,background change be not work my account it be any wrong fix it immediately it be very need to me
578,578,i have problems with the subtitle and when i try to connect the tv,subtitles are small on tv,0.0,i have problems with the subtitle and when i try to connect the tv
579,579,the class was amazing.,good app for conducting online classes,0.0,the class be amaze
580,580,take many time but not open and if open but loading not working,unable to use app,0.0,take many time but not open and if open but load not work
581,581,this app really helped me,good app for conducting online classes,0.0,this app really help me
582,582,"functional, although they removed the unlimited time between 2 users and that is annoying. enter again every 40 minutes.",want to increase meeting time limit,0.0,functional although they remove the unlimited time between 2 users and that be annoy enter again every 40 minutes
583,583,"stoosepp @zoom afaik, you can't completely mute any mobile device.",want to turn on the phone,0.0,stoosepp zoom afaik you can t completely mute any mobile device
584,584,it is horrible to watch some slow series without speeding it up.,unable to get next episode button,0.0,it be horrible to watch some slow series without speed it up
585,585,excellent selection of movies and tv shows for young and young at heart. definitely one of my better purchases.,good quality of shows at affordable price,0.0,excellent selection of movies and tv show for young and young at heart definitely one of my better purchase
586,586,i subscribed the mobile edition plan and when i start a movie it shows upgrade your plan motherchod platform,unable to watch on smart tv,0.0,i subscribe the mobile edition plan and when i start a movie it show upgrade your plan motherchod platform
587,587,and i never see the subscription option.,want to cancel subscription,0.0,and i never see the subscription option
588,588,excellent performance for my classes.,good app for conducting online classes,0.0,excellent performance for my class
589,589,honestly there are people out there that say that this does not work or this does not work but those are old comments disney + is a great service i recommend it you can see disney originals and stuff like that 10 out of 10,unable to use app,0.0,honestly there be people out there that say that this do not work or this do not work but those be old comment disney be a great service i recommend it you can see disney originals and stuff like that 10 out of 10
590,590,app will not open stay stuck loading,unable to use app,1.0,app will not open stay stick load
591,591,why does it not use my bundle email.,unable to login,0.0,why do it not use my bundle email
592,592,"terrible app. had problems keeping connected to wifi and mobile data during a meeting. video would get stuck, and the app would reconnect every few minutes. never had a problem with any of the other meeting apps.",facing network connection issues,1.0,terrible app have problems keep connect to wifi and mobile data during a meet video would get stick and the app would reconnect every few minutes never have a problem with any of the other meet apps
593,593,one of the leading apps in hosting meetings and webinars.,good app for conducting online meeting,1.0,one of the lead apps in host meet and webinars
594,594,"well, how is it finally with watching in the offline?",unable to play offline videos,0.0,well how be it finally with watch in the offline
595,595,"terrible app. unlike other competitor apps, it is not properly optimized and does not work when connected to wifi. although other applications from other streaming services work perfectly with my home wifi (fiber+extender inside the house), this one just does not want to go. too bad. with an annual subscription of 90 euros, we deserve a better performing mobile app.",app performance is bad,1.0,terrible app unlike other competitor apps it be not properly optimize and do not work when connect to wifi although other applications from other stream service work perfectly with my home wifi fiber extender inside the house this one just do not want to go too bad with an annual subscription of 90 euros we deserve a better perform mobile app
596,596,"the app is slow, often while a movie is being played from the tv, it gets ticked and we have to close the application to use it again, and sometimes it does not work either, just like the preview when we go forward and backward is not there.",app is slow on tv,1.0,the app be slow often while a movie be be play from the tv it get tick and we have to close the application to use it again and sometimes it do not work either just like the preview when we go forward and backward be not there
597,597,you can download episodes but not view them offline.,unable to play offline videos,1.0,you can download episodes but not view them offline
598,598,i paid for a subscription and then they suspended my account minutes later.,unauthorised charges after cancelling subscription,0.0,i pay for a subscription and then they suspend my account minutes later
599,599,"i signed up yesterday and i can not open it until today, and I have tried several times.",unable to create an account,0.0,i sign up yesterday and i can not open it until today and i have try several time
600,600,you pay for the subscription and it does not play a single video or a single movie what a bad service i wait for an update,unable to play videos,1.0,you pay for the subscription and it do not play a single video or a single movie what a bad service i wait for an update
601,601,it will not even load and i pay for it glad i did not pay the extra for ad free.,app is slow to load,0.0,it will not even load and i pay for it glad i do not pay the extra for ad free
602,602,i love disney + it awesome,app is good with lots of shows,0.0,i love disney it awesome
603,603,this apps update is getting better.,app has improved,1.0,this apps update be get better
604,604,if you decide to watch something else prepare to do that all over again.,unable to load the episodes list,0.0,if you decide to watch something else prepare to do that all over again
605,605,my uncle bought disney+ it is very good there is a cool movie,app is good with lots of shows,0.0,my uncle buy disney it be very good there be a cool movie
606,606,"you r good at multi language, subtitles, offline downloadz, great content & itz hd quality.",want to modify subtitles,0.0,you r good at multi language subtitle offline downloadz great content itz hd quality
607,607,please very disappointed with quality.,video and picture quality is bad,0.0,please very disappoint with quality
608,608,loving it great selection of tv & movies to watch,good for watching movies and serials,1.0,love it great selection of tv movies to watch
609,609,be able to remove items from continuing to watch and have connected devices appear so that you can choose the ones you want to close/cancel,want to remove videos from continue watching list,1.0,be able to remove items from continue to watch and have connect devices appear so that you can choose the ones you want to close cancel
610,610,why do not a lot of old movies have hungarian dubbing?,want subtitles,0.0,why do not a lot of old movies have hungarian dub
611,611,"i can not see anything, it is charging all the time",unable to use app,0.0,i can not see anything it be charge all the time
612,612,please fix the password recovery page.,unable to login,0.0,please fix the password recovery page
613,613,"can not use bluetooth with the app, phone speaker only",want to hear audio with bluetooth speaker,0.0,can not use bluetooth with the app phone speaker only
614,614,hotstar west of data.,unable to watch on hotstar,0.0,hotstar west of data
615,615,the app just does not work for me.,unable to use app,1.0,the app just do not work for me
616,616,"reinstalling the app does not help, restarting the tablet does not either.",reinstalling app does not solve the issues,1.0,reinstall the app do not help restart the tablet do not either
617,617,"good,we can watch at anytime",good to watch movies with family,0.0,good we can watch at anytime
618,618,i think we need to give these guys probs. even if you have the basic plan they do not show ads for kids shows! it is amazing they are not trying to brain wash my kids with ads. i love it love everything about it. keep it going guys,getting ads frequently,0.0,i think we need to give these guy probs even if you have the basic plan they do not show ads for kid show it be amaze they be not try to brain wash my kid with ads i love it love everything about it keep it go guy
619,619,the best stream app!,good for streaming,1.0,the best stream app
620,620,i can not able to download it.,want to download the app,0.0,i can not able to download it
621,621,the ultimate in conference communication.,good for group communication,1.0,the ultimate in conference communication
622,622,"lately the app has been way buggy, the most annoying part is it does not show any episodes after episode 30 for any series. seeing this across all of my android devices including android tv. if i go to the disney+ website i can see the full list of episodes for any given show but on android it is maxed out at 30 for some reason.",unable to keep track of episodes,0.0,lately the app have be way buggy the most annoy part be it do not show any episodes after episode 30 for any series see this across all of my android devices include android tv if i go to the disney website i can see the full list of episodes for any give show but on android it be maxed out at 30 for some reason
623,623,is it possible to adjust the speed?,want playback speed control option,0.0,be it possible to adjust the speed
624,624,I am addicted to several series,good app for watching shows,0.0,i be addict to several series
625,625,nice selection from the better movie segment.,good picture quality of movies delivered,0.0,nice selection from the better movie segment
626,626,but this new update has made a curfew for your meetings so now it limits how long you talk which i think is very annoying and you must pay to get zoom pro or whatever to get unlimited meetings.,keeps asking for updating the app when joining a meeting,0.0,but this new update have make a curfew for your meet so now it limit how long you talk which i think be very annoy and you must pay to get zoom pro or whatever to get unlimited meet
627,627,"horrible, downloads do not work anymore. it starts charging and nothing, it turns blue and sends you to talk to the support, fatal",facing connection problems with the app,0.0,horrible download do not work anymore it start charge and nothing it turn blue and send you to talk to the support fatal
628,628,zoom should show the local time in the corner of each person's video so everyone can see exactly how inconvenient that meeting is.,meeting gets disconnected,0.0,zoom should show the local time in the corner of each person s video so everyone can see exactly how inconvenient that meet be
629,629,hotstart app is not playing video in realme 9 pro plus mobile while i removed and reinstalled it. only audio is working when playing any video hotstart app hanged and no video,unable to play video in hotstar,1.0,hotstart app be not play video in realme 9 pro plus mobile while i remove and reinstall it only audio be work when play any video hotstart app hang and no video
630,630,it will not allow me to open the app and I have done everything with my device,unable to use app,1.0,it will not allow me to open the app and i have do everything with my device
631,631,"the app just does not open, it just loads eternally and nothing to log in.",app keeps loading indefinitely,1.0,the app just do not open it just load eternally and nothing to log in
632,632,not start and then months with no new episodes!!,unable to load the episodes list,0.0,not start and then months with no new episodes
633,633,still unable to watch anything.,unable to view live matches,0.0,still unable to watch anything
634,634,"after the last update, i can only watch the first 30 episodes of any series. after contacting support, the session ends with a laconic ""i understand"" from the operator.",unable to keep track of episodes,0.0,after the last update i can only watch the first 30 episodes of any series after contact support the session end with a laconic i understand from the operator
635,635,i bought a super plan to watch at 1080p content but i can not change the quality of the video pls resolve this problem,video and picture quality is bad,0.0,i buy a super plan to watch at 1080p content but i can not change the quality of the video pls resolve this problem
636,636,it serves me a lot in the conf.,good for business,0.0,it serve me a lot in the conf
637,637,one of my favorite app all my shows i watch are in one spot!,good to watch shows,0.0,one of my favorite app all my show i watch be in one spot
638,638,but i do not know the username,unable to login,0.0,but i do not know the username
639,639,very beneficial for meetings,good app for conducting online meeting,0.0,very beneficial for meet
640,640,"keeps ""thinking"" or reloading mid show or movie. sometimes as many as 3 or more times during an hour and half movie. disappointed for sure in disney especially as a long time paying customer. I have called many times and was told my wifi is the blame. but silly thing is.netflix, hulu and all the other apps we pay for do not do that at all. so that tells me they are just pointing the finger and not taking responibily for their neglence. so a aggravated child makes a irratated mama! canceling!",subscription plans are expensive,0.0,keep think or reload mid show or movie sometimes as many as 3 or more time during an hour and half movie disappoint for sure in disney especially as a long time pay customer i have call many time and be tell my wifi be the blame but silly thing be netflix hulu and all the other apps we pay for do not do that at all so that tell me they be just point the finger and not take responibily for their neglence so a aggravate child make a irratated mama cancel
641,641,"excellent app, it would be much better if it were the option to watch the game live.",good for watching sports and movies,0.0,excellent app it would be much better if it be the option to watch the game live
642,642,"very nice program. i loved it from the first sight, but please support the arabic language",want arabic language support,1.0,very nice program i love it from the first sight but please support the arabic language
643,643,my wife and girls love it!,good to watch shows,0.0,my wife and girls love it
644,644,i missed a zoom job interview because zoom said i needed to upgrade. it has been upgrading for 3 hours and is 34% done.,getting logged out automatically,0.0,i miss a zoom job interview because zoom say i need to upgrade it have be upgrade for 3 hours and be 34 do
645,645,downloads get expired are 2-3 days if irregularities identified for a particular episode.,unable to use app,0.0,download get expire be 2 3 days if irregularities identify for a particular episode
646,646,excellent i love all the movies I have seen so far..,need to update with new movies,0.0,excellent i love all the movies i have see so far
647,647,fantastic i love disney plus,good for watching movies and serials,0.0,fantastic i love disney plus
648,648,"after the last update, i can only watch the first 30 episodes of any series.",unable to view past videos,0.0,after the last update i can only watch the first 30 episodes of any series
649,649,a great tool that helps us a lot.,good app for conducting online meeting,0.0,a great tool that help us a lot
650,650,"it just stays stuck on the download page, a really bad app",app is bad and download time is slow,1.0,it just stay stick on the download page a really bad app
651,651,"very good, quality content",good quality of shows at affordable price,0.0,very good quality content
652,652,bugs need to be fixed,app is crashing,0.0,bug need to be fix
653,653,the screen recording design can get the sound is great,audio and video quality is good,1.0,the screen record design can get the sound be great
654,654,i would like more time because i do not have the money to pay for more time on zoom,want to sign up,0.0,i would like more time because i do not have the money to pay for more time on zoom
655,655,error does not enter at all,getting enter code 83,0.0,error do not enter at all
656,656,better use google meet.,google meet is better,1.0,better use google meet
657,657,the application is nice but i kind of could not understand why i can not download when mobile data is open. would you help?,videos download time is slow,0.0,the application be nice but i kind of could not understand why i can not download when mobile data be open would you help
658,658,there is more content but a few things that could have been nicer oh oh nothing,need to add more content,0.0,there be more content but a few things that could have be nicer oh oh nothing
659,659,"it is so frustrating, it is not the right speed for koreans",app is slow compared to other platforms,0.0,it be so frustrate it be not the right speed for koreans
660,660,i hate disney but i love its content,app is good with lots of shows,0.0,i hate disney but i love its content
661,661,"and now i, a low-income phd student who works minimum wage, have to figure out whether i can afford the $149 for zoom pro or use a different platform?",want to use one account on multiple devices,0.0,and now i a low income phd student who work minimum wage have to figure out whether i can afford the 149 for zoom pro or use a different platform
662,662,"well it looks like zoom is here to stay, even as we move to a hybrid workspace solution. from #webinars to online conferences to team metings..what happened to #skype? try these tips to improve your zoom audio. how to suppress background noise on zoom",skype is better,0.0,well it look like zoom be here to stay even as we move to a hybrid workspace solution from webinars to online conferences to team metings what happen to skype try these tip to improve your zoom audio how to suppress background noise on zoom
663,663,for tablet (samsung galaxy tab s6) and phone the app is totally useless. since i pay a subscription for some services that i do not benefit from i would like a quick fix of the problem and at least a response from the developer. zero stars! for tablet and phone the app is totally useless. because i pay for your services that you are not provide i would like a quick fix of the problem and at least an answer from the developer. zero stars!,app does not work on samsung devices,1.0,for tablet samsung galaxy tab s6 and phone the app be totally useless since i pay a subscription for some service that i do not benefit from i would like a quick fix of the problem and at least a response from the developer zero star for tablet and phone the app be totally useless because i pay for your service that you be not provide i would like a quick fix of the problem and at least an answer from the developer zero star
664,664,"the app is very good on tvs and cell phones, but the website on the computer is very slow and crashes a lot. regarding the catalog, there is a lot of sealing, the adaptations of marvel movies are very bad, they excluded many episodes and scenes with ""offensive content"". it is really pathetic what you did with the movies, series and animations of old, you also screwed up toy story, cars and other franchises because of your filthy political ideology.",app is not good,0.0,the app be very good on tvs and cell phone but the website on the computer be very slow and crash a lot regard the catalog there be a lot of seal the adaptations of marvel movies be very bad they exclude many episodes and scenes with offensive content it be really pathetic what you do with the movies series and animations of old you also screw up toy story cars and other franchise because of your filthy political ideology
665,665,good app but the video quality is not nice some times and there are alot of ads while watching in mobile or laptop which is so irritating.,video and picture quality is bad,1.0,good app but the video quality be not nice some time and there be alot of ads while watch in mobile or laptop which be so irritate
666,666,"even though i have an internet connection and I am at a fixed point, I am offline from time to time warning the issue is frustrating sometimes. the performance of the application needs to be optimized a little more in my opinion",unable to access the app without internet connection,0.0,even though i have an internet connection and i be at a fix point i be offline from time to time warn the issue be frustrate sometimes the performance of the application need to be optimize a little more in my opinion
667,667,the application works super slow.,app is slow compared to other platforms,0.0,the application work super slow
668,668,i mean it is the best streaming content on internet. if you watched a disney movie in your life then this is the best thing since sliced bread,best streaming service,1.0,i mean it be the best stream content on internet if you watch a disney movie in your life then this be the best thing since slice bread
669,669,feature idea for zoom - a button that the current speaker can press to notify the presenter to advance the slide.,good for communication,0.0,feature idea for zoom a button that the current speaker can press to notify the presenter to advance the slide
670,670,short meeting can be organised on this and everyone can use this without hassle. this app is stable so did not face any connection issue while using then other apps.,good for remote conferences,0.0,short meet can be organise on this and everyone can use this without hassle this app be stable so do not face any connection issue while use then other apps
671,671,i open it just stays on loading screen,app is stuck on home page indefinitely,0.0,i open it just stay on load screen
672,672,love the movies. love the app. I would love it even more if it had the pop-up feature.,app is good for movies,1.0,love the movies love the app i would love it even more if it have the pop up feature
673,673,"this app is great so far. but, i can not sync the app's data from my old phone to my new phone",reinstalling app does not solve the issues,0.0,this app be great so far but i can not sync the app s data from my old phone to my new phone
674,674,content unavailable in your region.oh but you monthly fee just increased,subscription plans are expensive,0.0,content unavailable in your region oh but you monthly fee just increase
675,675,it does not have a customer care service and i am having trouble watching series and it just keeps buffering,app is bad and unable to load,0.0,it do not have a customer care service and i be have trouble watch series and it just keep buffer
676,676,"when a question is asked while teaching, make an easier way than the current system to go to the chat box in phones.",good app for conducting online classes and meetings,0.0,when a question be ask while teach make an easier way than the current system to go to the chat box in phone
677,677,"I have already had a long lasting problem, on multiple devices, where i can not get hulu to go into true full screen.",unable to login into hulu,0.0,i have already have a long last problem on multiple devices where i can not get hulu to go into true full screen
678,678,with the latest version a lot of lag (lag) really not pleasant on my samsung s20.,app is slow compared to other platforms,0.0,with the latest version a lot of lag lag really not pleasant on my samsung s20
679,679,"very unstable, now i can not watch the series anymore, it is a shame given its good catalog",unable to keep track of episodes,0.0,very unstable now i can not watch the series anymore it be a shame give its good catalog
680,680,and for that amount of money just to see little bit of star wars or marvel do not make sense.,good for watching star wars and marvel movies,0.0,and for that amount of money just to see little bite of star war or marvel do not make sense
681,681,nice app for video and audio meeting,good for video conferencing,1.0,nice app for video and audio meet
682,682,this app is not run in my phone,unable to use on phone,1.0,this app be not run in my phone
683,683,"decent network signal on my end also, paying $7/month for this bs??",unable to view ipl matches,0.0,decent network signal on my end also pay 7 month for this bs
684,684,"it is so funny to work with sound, it is still necessary to try, both in terms of hardware software and in terms of purely software.",audio quality is bad,0.0,it be so funny to work with sound it be still necessary to try both in term of hardware software and in term of purely software
685,685,there is no option to unsubscribe terrible zoom,want to unsubscribe from zoom,0.0,there be no option to unsubscribe terrible zoom
686,686,a good means of communication! I am really glad that zoom exists!,good app for connecting with people,0.0,a good mean of communication i be really glad that zoom exist
687,687,only is background in phone,unable to put background image on phone,0.0,only be background in phone
688,688,"got logged out accidentally, now app stays on loading screen.",getting auto logged out frequently,0.0,get log out accidentally now app stay on load screen
689,689,super but less shows nd so much ad,want to remove ads,0.0,super but less show nd so much ad
690,690,disney+ itself is great but this app is horrible.,app is not good,1.0,disney itself be great but this app be horrible
691,691,zoom i have been unable to get an iota of help.,app is not loading,0.0,zoom i have be unable to get an iota of help
692,692,this app is a type of advertising platform only do not download any person this or not subscribe this application plan please this is very bad application compare to youtube app,getting ads frequently,0.0,this app be a type of advertise platform only do not download any person this or not subscribe this application plan please this be very bad application compare to youtube app
693,693,why is the subtitle so late!,unable to select subtitle,0.0,why be the subtitle so late
694,694,"zoom download error, it does not allow me to install the program package on my huawei cell phone, how strange. zoom should be able to be used as an emergency via an option on the zoom.us website",want to download the app,0.0,zoom download error it do not allow me to install the program package on my huawei cell phone how strange zoom should be able to be use as an emergency via an option on the zoom us website
695,695,nice app for classes .. i prefer each and every school to use this app for online classes it is very easy to use and it is very simple but a great app .,good app for conducting online classes,1.0,nice app for class i prefer each and every school to use this app for online class it be very easy to use and it be very simple but a great app
696,696,hotstar work nehi kar rahi ha,unable to watch on hotstar,0.0,hotstar work nehi kar rahi ha
697,697,"inspite having mobile subcription saying for again, can not watching cricket match.",unable to view live cricket,1.0,inspite have mobile subcription say for again can not watch cricket match
698,698,good but not best,app is not good,0.0,good but not best
699,699,i always use it and think it is very,use it with friends and family,0.0,i always use it and think it be very
700,700,"its all features
1. video conferencing
2. recording
3. audio quality
4. share screen feature",good for video conferencing,1.0,its all feature 1 video conferencing 2 record 3 audio quality 4 share screen feature
701,701,other apps do not have this problem,app is not easy to use,0.0,other apps do not have this problem
